Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P43598|IGD1_YEAST	P43598	IGD1_YEAST	IGD1	195	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Inhibitor of glycogen debranching 1	1:Experimental evidence at protein level	12.31	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	1.2496504E7	1.2496504E7	1.2496504E7			
sp|P43603|LSB3_YEAST	P43603	LSB3_YEAST	LSB3	459	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	LAS seventeen-binding protein 3	1:Experimental evidence at protein level	27.45	1.0000	0.9990	0.00000000000000	12	7	12	15	8	15	5.100124E7	4.4467144E7	5.100124E7	6C(57.0215)		
sp|P43609|RSC8_YEAST	P43609	RSC8_YEAST	RSC8	557	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Chromatin structure-remodeling complex protein RSC8	1:Experimental evidence at protein level	11.13	1.0000	0.9990	0.00000000000000	6	6	6	5	5	5	1.3192185E7	1.3192185E7	1.3192185E7	5C(57.0215)		
sp|P43616|DUG1_YEAST	P43616	DUG1_YEAST	DUG1	481	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cys-Gly metallodipeptidase DUG1	1:Experimental evidence at protein level	45.53	1.0000	0.9990	0.00000000000000	19	18	19	48	45	48	2.17783072E8	2.17783072E8	2.17783072E8	13C(57.0215),N-term(42.0106)		
sp|P43619|NADC_YEAST	P43619	NADC_YEAST	BNA6	295	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	1:Experimental evidence at protein level	25.42	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	2.2691226E7	2.2691226E7	2.2691226E7	6C(57.0215),8C(57.0215)		
sp|P43621|COPD_YEAST	P43621	COPD_YEAST	RET2	546	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Coatomer subunit delta	1:Experimental evidence at protein level	8.06	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	4.027248E7	4.027248E7	4.027248E7			
sp|P43639|CSK2B_YEAST	P43639	CSK2B_YEAST	CKB1	278	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Casein kinase II subunit beta	1:Experimental evidence at protein level	12.23	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	1.3679491E7	1.3679491E7	1.3679491E7	5C(57.0215)		
sp|P45978|SCD6_YEAST	P45978	SCD6_YEAST	SCD6	349	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein SCD6	1:Experimental evidence at protein level	5.44	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	2.0086668E7	2.0086668E7	2.0086668E7			
sp|P46367|ALDH4_YEAST	P46367	ALDH4_YEAST	ALD4	519	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Potassium-activated aldehyde dehydrogenase, mitochondrial	1:Experimental evidence at protein level	51.45	1.0000	0.9990	0.00000000000000	20	20	20	48	48	48	2.09420736E8	2.09420736E8	2.09420736E8	14C(57.0215),14C(57.0215)		
sp|P46654|RSSA2_YEAST	P46654	RSSA2_YEAST	RPS0B	252	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S0-B	1:Experimental evidence at protein level	49.21	1.0000	0.9990	0.00000000000000	9	2	9	52	4	52	9.659127E8	5.773498E7	9.659127E8			
sp|P46655|SYEC_YEAST	P46655	SYEC_YEAST	GUS1	708	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glutamate--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	43.08	1.0000	0.9990	0.00000000000000	31	31	31	75	75	75	2.29133456E8	2.29133456E8	2.29133456E8	3C(57.0215),5C(57.0215),5C(57.0215),8C(57.0215)		
sp|P46669|RPA43_YEAST	P46669	RPA43_YEAST	RPA43	326	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA-directed RNA polymerase I subunit RPA43	1:Experimental evidence at protein level	6.44	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.3609662E7	1.3609662E7	1.3609662E7			
sp|P46672|ARC1_YEAST	P46672	ARC1_YEAST	ARC1	376	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	tRNA-aminoacylation cofactor ARC1	1:Experimental evidence at protein level	42.55	1.0000	0.9990	0.00000000000000	17	17	17	31	31	31	1.4899464E8	1.4899464E8	1.4899464E8	6C(57.0215),7C(57.0215)		
sp|P46680|AIP1_YEAST	P46680	AIP1_YEAST	AIP1	615	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Actin-interacting protein 1	1:Experimental evidence at protein level	22.11	1.0000	0.9990	0.00000000000000	12	12	12	14	14	14	4.041912E7	4.041912E7	4.041912E7	19C(57.0215),1C(57.0215),22C(57.0215),3C(57.0215),6C(57.0215)		
sp|P46683|YAR1_YEAST	P46683	YAR1_YEAST	YAR1	200	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ankyrin repeat-containing protein YAR1	1:Experimental evidence at protein level	15.50	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.2579054E7	1.2579054E7	1.2579054E7			
sp|P46956|PHO86_YEAST	P46956	PHO86_YEAST	PHO86	311	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Inorganic phosphate transporter PHO86	1:Experimental evidence at protein level	15.11	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	4.9585016E7	4.9585016E7	4.9585016E7			
sp|P46969|RPE_YEAST	P46969	RPE_YEAST	RPE1	238	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribulose-phosphate 3-epimerase	1:Experimental evidence at protein level	17.65	1.0000	0.9990	0.00000000000000	3	3	3	5	5	5	2.1777064E7	2.1777064E7	2.1777064E7	1C(57.0215)		
sp|P46971|PMT4_YEAST	P46971	PMT4_YEAST	PMT4	762	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dolichyl-phosphate-mannose--protein mannosyltransferase 4	1:Experimental evidence at protein level	1.44	1.0000	0.9990	0.00000000000000	5	5	5	1	1	1	1.6374427E7	1.6374427E7	1.6374427E7			
sp|P46985|MNN11_YEAST	P46985	MNN11_YEAST	MNN11	422	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable alpha-1,6-mannosyltransferase MNN11	1:Experimental evidence at protein level	7.58	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.325723E7	1.325723E7	1.325723E7			
sp|P46989|ATG27_YEAST	P46989	ATG27_YEAST	ATG27	271	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Autophagy-related protein 27	1:Experimental evidence at protein level	7.01	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	1.8368114E7	1.8368114E7	1.8368114E7	17C(57.0215),6C(57.0215),5C(57.0215)		
sp|P46992|YJR1_YEAST	P46992	YJR1_YEAST	YJL171C	396	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell wall protein YJL171C	1:Experimental evidence at protein level	7.32	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	4.1221368E7	4.1221368E7	4.1221368E7			
sp|P47008|SFH5_YEAST	P47008	SFH5_YEAST	SFH5	294	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phosphatidylinositol transfer protein SFH5	1:Experimental evidence at protein level	20.07	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	2.7115082E7	2.7115082E7	2.7115082E7			
sp|P47017|LSM1_YEAST	P47017	LSM1_YEAST	LSM1	172	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Sm-like protein LSm1	1:Experimental evidence at protein level	32.56	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	9433753.0	9433753.0	9433753.0	13C(57.0215)		
sp|P47018|MTC1_YEAST	P47018	MTC1_YEAST	MTC1	478	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Maintenance of telomere capping protein 1	1:Experimental evidence at protein level	16.53	1.0000	0.9990	0.00000000000000	8	8	8	9	9	9	4.3386376E7	4.3386376E7	4.3386376E7			
sp|P47035|NET1_YEAST	P47035	NET1_YEAST	NET1	1189	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nucleolar protein NET1	1:Experimental evidence at protein level	1.68	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	6.2982288E7	6.2982288E7	6.2982288E7			
sp|P47039|BNA3_YEAST	P47039	BNA3_YEAST	BNA3	444	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable kynurenine--oxoglutarate transaminase BNA3	1:Experimental evidence at protein level	7.88	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	6.467668E7	6.467668E7	6.467668E7			
sp|P47044|YJF5_YEAST	P47044	YJF5_YEAST	YJL055W	245	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	LOG family protein YJL055W	1:Experimental evidence at protein level	17.96	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3.2519758E7	3.2519758E7	3.2519758E7			
sp|P47068|BBC1_YEAST	P47068	BBC1_YEAST	BBC1	1157	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Myosin tail region-interacting protein MTI1	1:Experimental evidence at protein level	21.87	1.0000	0.9990	0.00000000000000	27	27	27	26	26	26	6.434698E7	6.434698E7	6.434698E7			
sp|P47075|VTC4_YEAST	P47075	VTC4_YEAST	VTC4	721	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar transporter chaperone complex subunit 4	1:Experimental evidence at protein level	24.83	1.0000	0.9990	0.00000000000000	22	22	22	33	33	33	8.3365232E7	8.3365232E7	8.3365232E7	8C(57.0215)		
sp|P47079|TCPQ_YEAST	P47079	TCPQ_YEAST	CCT8	568	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	T-complex protein 1 subunit theta	1:Experimental evidence at protein level	19.01	1.0000	0.9990	0.00000000000000	10	10	10	16	16	16	6.1681144E7	6.1681144E7	6.1681144E7			
sp|P47089|DENR_YEAST	P47089	DENR_YEAST	TMA22	198	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Translation machinery-associated protein 22	1:Experimental evidence at protein level	26.26	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	3.5202052E7	3.5202052E7	3.5202052E7	15C(57.0215),5C(57.0215),8C(57.0215),5C(57.0215)		
sp|P47096|3HAO_YEAST	P47096	3HAO_YEAST	BNA1	177	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	3-hydroxyanthranilate 3,4-dioxygenase	1:Experimental evidence at protein level	15.25	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.3272606E7	1.3272606E7	1.3272606E7	14C(57.0215)		
sp|P47116|PTK2_YEAST	P47116	PTK2_YEAST	PTK2	818	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Serine/threonine-protein kinase PTK2/STK2	1:Experimental evidence at protein level	4.16	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.3775866E7	1.3775866E7	1.3775866E7			
sp|P47117|ARP3_YEAST	P47117	ARP3_YEAST	ARP3	449	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Actin-related protein 3	1:Experimental evidence at protein level	21.83	1.0000	0.9990	0.00000000000000	9	9	9	18	18	18	5.41672E7	5.41672E7	5.41672E7			
sp|P47119|ITPA_YEAST	P47119	ITPA_YEAST	HAM1	197	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Inosine triphosphate pyrophosphatase	1:Experimental evidence at protein level	10.15	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	3.5362256E7	3.5362256E7	3.5362256E7			
sp|P47120|DOHH_YEAST	P47120	DOHH_YEAST	LIA1	325	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Deoxyhypusine hydroxylase	1:Experimental evidence at protein level	19.08	1.0000	0.9990	0.00000000000000	9	9	9	8	8	8	5.742966E7	5.742966E7	5.742966E7	9C(57.0215)		
sp|P47122|GPN1_YEAST	P47122	GPN1_YEAST	NPA3	385	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	GPN-loop GTPase 1	1:Experimental evidence at protein level	10.13	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.8451692E7	1.8451692E7	1.8451692E7			
sp|P47133|EMC2_YEAST	P47133	EMC2_YEAST	EMC2	292	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ER membrane protein complex subunit 2	1:Experimental evidence at protein level	6.51	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.1958141E7	1.1958141E7	1.1958141E7			
sp|P47135|JSN1_YEAST	P47135	JSN1_YEAST	JSN1	1091	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein JSN1	1:Experimental evidence at protein level	2.57	1.0000	0.9990	0.00000000000000	3	2	3	2	1	2	7306206.0	3958403.0	7306206.0			
sp|P47143|ADK_YEAST	P47143	ADK_YEAST	ADO1	340	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Adenosine kinase	1:Experimental evidence at protein level	33.82	1.0000	0.9990	0.00000000000000	9	8	9	21	19	21	2.18779664E8	2.18779664E8	2.18779664E8	1C(57.0215)		
sp|P47154|STE24_YEAST	P47154	STE24_YEAST	STE24	453	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	CAAX prenyl protease 1	1:Experimental evidence at protein level	19.43	1.0000	0.9990	0.00000000000000	8	8	8	9	9	9	4.1470852E7	4.1470852E7	4.1470852E7			
sp|P47160|ENT3_YEAST	P47160	ENT3_YEAST	ENT3	408	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Epsin-3	1:Experimental evidence at protein level	8.82	1.0000	0.9990	0.00000000000000	5	5	5	4	4	4	2.51966E7	2.51966E7	2.51966E7			
sp|P47165|XPT1_YEAST	P47165	XPT1_YEAST	XPT1	209	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Xanthine phosphoribosyltransferase 1	1:Experimental evidence at protein level	18.66	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.6185683E7	1.6185683E7	1.6185683E7			
sp|P47176|BCA2_YEAST	P47176	BCA2_YEAST	BAT2	376	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Branched-chain-amino-acid aminotransferase, cytosolic	1:Experimental evidence at protein level	31.12	1.0000	0.9990	0.00000000000000	12	10	12	13	12	13	7.8961552E7	5.165456E7	7.8961552E7	1C(57.0215),8C(57.0215)		
sp|P47771|ALDH2_YEAST	P47771	ALDH2_YEAST	ALD2	506	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Aldehyde dehydrogenase [NAD(P)+] 1	1:Experimental evidence at protein level	9.29	1.0000	0.9990	0.00000000000000	4	0	4	5	0	5	2.411652E7	0	2.411652E7			sp|P54114|ALDH3_YEAST
sp|P47912|LCF4_YEAST	P47912	LCF4_YEAST	FAA4	694	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Long-chain-fatty-acid--CoA ligase 4	1:Experimental evidence at protein level	11.38	1.0000	0.9990	0.00000000000000	7	6	6	7	6	6	3.3641968E7	3.3641968E7	3.3641968E7	5C(57.0215)		
sp|P48015|GCST_YEAST	P48015	GCST_YEAST	GCV1	400	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Aminomethyltransferase, mitochondrial	1:Experimental evidence at protein level	32.25	1.0000	0.9990	0.00000000000000	12	12	12	17	17	17	5.3828628E7	5.3828628E7	5.3828628E7	17C(57.0215),17C(57.0215)		
sp|P48164|RS7B_YEAST	P48164	RS7B_YEAST	RPS7B	190	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S7-B	1:Experimental evidence at protein level	38.95	1.0000	0.9990	0.00000000000000	8	4	8	27	8	27	4.8723872E8	9.8251768E7	4.8723872E8			
sp|P48365|GYP7_YEAST	P48365	GYP7_YEAST	GYP7	746	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	GTPase-activating protein GYP7	1:Experimental evidence at protein level	3.22	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	8896075.0	8896075.0	8896075.0			
sp|P48415|SEC16_YEAST	P48415	SEC16_YEAST	SEC16	2195	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	COPII coat assembly protein SEC16	1:Experimental evidence at protein level	2.37	1.0000	0.9990	0.00000000000000	6	6	6	5	5	5	1.5005782E7	1.5005782E7	1.5005782E7			
sp|P48439|OST3_YEAST	P48439	OST3_YEAST	OST3	350	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	1:Experimental evidence at protein level	9.14	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.1480544E7	1.1480544E7	1.1480544E7			
sp|P48510|DSK2_YEAST	P48510	DSK2_YEAST	DSK2	373	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin domain-containing protein DSK2	1:Experimental evidence at protein level	24.93	1.0000	0.9990	0.00000000000000	6	6	6	7	7	7	4.9186372E7	4.9186372E7	4.9186372E7			
sp|P48570|HOSC_YEAST	P48570	HOSC_YEAST	LYS20	428	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Homocitrate synthase, cytosolic isozyme	1:Experimental evidence at protein level	36.92	1.0000	0.9990	0.00000000000000	16	2	2	21	2	2	1.01754592E8	1.6750182E7	1.6750182E7			
sp|P48589|RS12_YEAST	P48589	RS12_YEAST	RPS12	143	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S12	1:Experimental evidence at protein level	46.15	1.0000	0.9990	0.00000000000000	6	6	6	23	23	23	6.2547021E8	6.2547021E8	6.2547021E8			
sp|P48606|TBCA_YEAST	P48606	TBCA_YEAST	RBL2	106	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Tubulin-specific chaperone A	1:Experimental evidence at protein level	18.87	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.9944056E7	1.9944056E7	1.9944056E7			
sp|P48813|GNP1_YEAST	P48813	GNP1_YEAST	GNP1	663	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	High-affinity glutamine permease	1:Experimental evidence at protein level	2.41	1.0000	0.9990	0.00000000000000	5	5	5	3	3	3	6.919136E7	6.919136E7	6.919136E7			
sp|P48836|VATG_YEAST	P48836	VATG_YEAST	VMA10	114	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	V-type proton ATPase subunit G	1:Experimental evidence at protein level	43.86	1.0000	0.9990	0.00000000000000	5	5	5	20	20	20	2.02499776E8	2.02499776E8	2.02499776E8			
sp|P49017|COQ5_YEAST	P49017	COQ5_YEAST	COQ5	307	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	1:Experimental evidence at protein level	7.49	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	4676139.5	4676139.5	4676139.5			
sp|P49089|ASNS1_YEAST	P49089	ASNS1_YEAST	ASN1	572	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Asparagine synthetase [glutamine-hydrolyzing] 1	1:Experimental evidence at protein level	34.27	1.0000	0.9990	0.00000000000000	20	14	14	52	34	34	2.50142192E8	1.37317216E8	1.37317216E8	14C(57.0215),3C(57.0215),1C(57.0215),6C(57.0215)		
sp|P49090|ASNS2_YEAST	P49090	ASNS2_YEAST	ASN2	572	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Asparagine synthetase [glutamine-hydrolyzing] 2	1:Experimental evidence at protein level	37.94	1.0000	0.9990	0.00000000000000	18	12	18	66	48	66	4.10019712E8	3.38147776E8	4.10019712E8	1C(57.0215),6C(57.0215),3C(57.0215),5C(57.0215),7C(57.0215),7C(57.0215),7C(57.0215)		
sp|P49095|GCSP_YEAST	P49095	GCSP_YEAST	GCV2	1034	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycine dehydrogenase (decarboxylating), mitochondrial	1:Experimental evidence at protein level	19.44	1.0000	0.9990	0.00000000000000	16	16	16	16	16	16	3.4485076E7	3.4485076E7	3.4485076E7	2C(57.0215),3C(57.0215),3C(57.0215),6C(57.0215),7C(57.0215)		
sp|P49166|RL37A_YEAST	P49166	RL37A_YEAST	RPL37A	88	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L37-A	1:Experimental evidence at protein level	47.73	1.0000	0.9990	0.00000000000000	5	3	5	19	12	19	2.07469168E8	1.09345344E8	2.07469168E8	2C(57.0215),5C(57.0215),2C(57.0215),5C(57.0215),5C(57.0215)		
sp|P49167|RL38_YEAST	P49167	RL38_YEAST	RPL38	78	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L38	1:Experimental evidence at protein level	41.03	1.0000	0.9990	0.00000000000000	3	3	3	25	25	25	2.61201792E8	2.61201792E8	2.61201792E8			
sp|P49334|TOM22_YEAST	P49334	TOM22_YEAST	TOM22	152	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial import receptor subunit TOM22	1:Experimental evidence at protein level	29.61	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	5.3343252E7	5.3343252E7	5.3343252E7			
sp|P49435|APT1_YEAST	P49435	APT1_YEAST	APT1	187	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Adenine phosphoribosyltransferase 1	1:Experimental evidence at protein level	20.86	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	4.0391148E7	4.0391148E7	4.0391148E7			
sp|P49723|RIR4_YEAST	P49723	RIR4_YEAST	RNR4	345	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribonucleoside-diphosphate reductase small chain 2	1:Experimental evidence at protein level	36.23	1.0000	0.9990	0.00000000000000	12	12	12	42	42	42	4.81034176E8	4.81034176E8	4.81034176E8	8C(57.0215),N-term(42.0106)		
sp|P49954|NIT3_YEAST	P49954	NIT3_YEAST	NIT3	291	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Omega-amidase NIT3	1:Experimental evidence at protein level	16.84	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	2.2503218E7	2.2503218E7	2.2503218E7	7C(57.0215)		
sp|P50085|PHB2_YEAST	P50085	PHB2_YEAST	PHB2	310	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Prohibitin-2	1:Experimental evidence at protein level	25.16	1.0000	0.9990	0.00000000000000	7	7	7	10	10	10	2.7911016E7	2.7911016E7	2.7911016E7			
sp|P50086|PSD10_YEAST	P50086	PSD10_YEAST	NAS6	228	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable 26S proteasome regulatory subunit p28	1:Experimental evidence at protein level	15.79	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2.7756974E7	2.7756974E7	2.7756974E7	6C(57.0215)		
sp|P50094|IMDH4_YEAST	P50094	IMDH4_YEAST	IMD4	524	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Inosine-5'-monophosphate dehydrogenase 4	1:Experimental evidence at protein level	18.70	1.0000	0.9990	0.00000000000000	7	2	2	13	2	2	1.11645152E8	1.4122552E7	1.4122552E7	4C(57.0215)		
sp|P50095|IMDH3_YEAST	P50095	IMDH3_YEAST	IMD3	523	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Inosine-5'-monophosphate dehydrogenase 3	1:Experimental evidence at protein level	31.36	1.0000	0.9990	0.00000000000000	12	4	12	19	4	19	1.39831328E8	1.188036E8	1.39831328E8	10C(57.0215),20C(57.0215),4C(57.0215)		
sp|P50101|UBP15_YEAST	P50101	UBP15_YEAST	UBP15	1230	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin carboxyl-terminal hydrolase 15	1:Experimental evidence at protein level	5.12	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	2.1233274E7	2.1233274E7	2.1233274E7			
sp|P50107|LGUL_YEAST	P50107	LGUL_YEAST	GLO1	326	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glyoxalase I	1:Experimental evidence at protein level	11.04	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	2.6429528E7	2.6429528E7	2.6429528E7	13C(57.0215),2C(57.0215)		
